;Уровень снижения
273;26.100708604485163
274;33.27723801178297
275;16.282600747600778
276;20.882873660620717
277;36.1561323531183
278;29.39471326543344
279;18.115921108683356
280;32.85953817995428
281;43.513214821883494
282;2.184035946569179
283;28.187465310255128
284;31.432749817634747
285;35.33324960802801
286;30.26374728421455
287;17.559900666407557
288;53.795690499417994
289;22.88340416711232
290;28.12465831549803
291;71.40229457337628
292;55.344799945836535
293;32.3572107289538
294;41.51028002073889
295;30.628814270866876
296;28.324242426288336
297;36.21114808444422
298;23.474425970927026
299;41.77812316492203
300;39.41494827238196
301;32.88438294958876
302;27.743554153005682
303;34.18842127360983
304;100.0
305;23.04975756619895
306;35.04954615241037
307;48.14648696353997
308;34.12376384293566
309;36.32202341627019
310;21.36127857487391
311;62.78671928213848
312;31.42643359622416
313;51.19002562309082
314;26.6583544237566
315;74.19108902483951
316;33.02740696378465
317;43.58455452049827
318;27.514079593123608
319;30.08580281867193
320;41.77338623166248
321;36.0432907677891
322;9.603748250840349
323;24.78535640470713
324;32.780610951409855
325;20.56542679481999
326;30.414767627212207
327;40.210973304314514
328;28.738285491513217
329;32.041650101211
330;22.500959845495387
331;51.041303180646146
332;27.0868646827375
333;35.06736523737656
334;27.918553124856306
335;29.383964306805392
336;33.35514240658311
337;44.285307635150744
338;31.697177603708116
339;17.37135605344486
340;28.354927290103564
341;21.374664277677923
342;28.86924181305517
343;42.62445168494355
344;29.932219141452908
345;34.61542239256757
346;15.616884665554624
347;34.15201088593734
348;26.526759587200416
349;29.483554496093046
350;32.47647324325956
351;27.5596491373972
352;29.29066746060559
353;39.37910034552645
354;29.989570919925594
355;24.74966245032319
356;23.36112744250785
357;30.503438752086183
358;15.660501936880669
359;31.85117648686874
360;57.697730758924024
361;30.53845752168708
362;38.03512852970628
363;65.24369426610052
364;37.58910152607572
365;29.97597447393574
366;30.997057626332026
367;31.795916030909964
368;31.330252678615757
369;35.319115653480175
370;23.183887654722273
371;36.80124716906859
372;30.352410899240688
373;19.13889307089062
374;24.102312499330793
375;37.81438284039234
376;94.8361685196331
377;32.25507006641726
378;38.414654553923405
379;22.689799832616647
380;42.069719969899154
381;38.484171954124676
382;22.855901527074025
383;23.467839363828354
384;31.994402348076
385;39.795986889668974
386;18.70804323938768
387;32.531895182307665
388;20.653132604486714
389;55.63301143917157
390;100.0
391;35.09988213724927
392;100.0
393;55.52313877155712
394;30.701818936488223
395;18.75374808095082
396;36.99496209182094
397;29.992433018971955
398;19.547989692210148
399;29.165110696825618
400;44.77131349094078
401;9.177100786929524
402;36.273908780661394
403;20.382399835712
404;27.396149081688847
405;19.31516376568365
406;21.12485540566319
407;21.12570723604777
408;25.605257349177734
409;42.47168375382539
410;36.166648346202074
411;20.440780066039565
412;21.92993479897303
413;31.009785861329654
414;34.69276168092053
415;13.435586916807901
416;31.918073386064982
417;22.40843461572125
418;31.526227552615403
419;5.736153951447237
420;43.16450490945648
421;23.3837107647304
422;31.623375433295053
423;18.81332739784652
424;40.293049688507075
425;24.207733485838183
426;36.93005355873177
427;26.98702518886597
428;26.911848125535226
429;42.40239791633932
430;71.44383813479833
431;33.825138454075706
432;33.179662965690184
433;54.3383919727094
434;32.75253627594408
435;20.89797903772698
436;25.708434459159875
437;41.145073353629186
438;18.428200578396865
439;30.341984275624256
440;30.27643231202392
441;57.35607146264486
442;29.815618734407543
443;25.04190242527856
444;31.741562996425948
445;34.06838508968518
446;38.32626645229754
447;18.022964186714386
448;29.90072175214963
449;12.843940131133472
450;38.49337563695703
451;45.369477371285996
452;41.84625599301061
453;81.51904484017737
454;21.57087178248496
455;21.501055491013872
456;17.967173585292386
457;28.00630931837943
458;31.53068958333992
459;39.214700525712196
460;31.859292416283825
461;7.2922678299923245
462;25.668928930909455
463;41.511373911298776
464;36.39976076189184
465;29.03764071748645
466;23.007136841502586
467;46.064714328693235
468;48.68862967897426
469;36.31010489107099
470;42.13005705413571
471;29.81399458450868
472;26.05829196800393
473;26.597088867245578
474;29.532750814827725
475;18.75738729409717
476;29.742834868838436
477;28.057422067843895
478;35.00643994108496
479;26.492585868884355
480;27.534093088922727
481;16.342074355574322
482;27.942734830921403
483;40.545508710148546
484;17.30364247502881
485;28.46119753824885
486;29.873397397594935
487;26.375612339201425
488;31.4203511543322
489;20.801278432811092
490;30.16413491609618
491;16.307663716669545
492;27.8885099477421
493;34.43676709497059
494;31.132075605814354
495;28.60523676892071
496;39.45461856247546
497;31.64540959367077
498;33.05344887085927
499;31.098849037955738
500;52.668428394147625
501;37.69073719960374
502;39.058632694884565
503;34.08660953632047
504;22.20404637197663
505;33.02455249362918
506;27.005411442802647
507;40.7540289587826
508;32.240638779840104
509;39.781354667209335
510;31.55223267181086
511;32.08678783383604
512;32.35529015178385
513;25.365703598828542
514;37.87712619562775
515;48.00237214652784
516;42.44976375858464
517;41.295483543700904
518;23.4294145552745
519;28.993883013630988
520;55.17028401391742
521;46.66850269323422
522;35.60374652826423
523;12.282087550877591
524;35.084242911111616
525;28.904509415461245
526;24.94847035489382
527;29.488258008609495
528;35.70731913839806
529;29.896815115072823
530;48.463925737787484
531;18.15302567953617
532;32.94540708891805
533;23.968603451291983
534;27.77568047393215
535;35.657216135422104
536;36.51469636965066
537;20.208923030469638
538;30.13008975464329
539;23.881971328455293
540;30.716070984995973
541;30.197509394909915
542;21.332635580881536
543;32.75111045559842
544;27.908560228788915
545;33.84531727887381
546;26.167480582660012
547;9.431331251028363
548;35.35511080604085
549;43.43594553491363
550;37.25404698735068
551;28.124173556600883
552;24.057791266710897
553;0.0
554;12.715011723289374
555;0.0
556;51.27213167091976
557;35.91734958359849
558;33.87180606743358
559;30.85466999775499
560;32.04995920027547
561;32.95562861390462
562;44.1199801777685
563;24.86738757003296
564;14.20343168234957
565;20.04520384440012
566;25.31704631077495
567;41.002702033726266
568;21.856409549779016
569;52.01089638906489
570;26.770406831132803
571;21.462605945821178
572;9.801991678549236
573;3.584706400514709
574;33.37393155477357
575;47.705094448562605
576;29.280847041774337
577;22.45788821901412
578;78.22812441250106
579;30.757983579658493
580;34.82644772010383
581;49.060591486923656
582;60.05044615564382
583;46.03147889213503
584;30.858857552837616
585;37.42648912979434
586;36.063484372842304
587;31.412433379884696
588;75.3101029072427
589;19.485080611921443
590;44.28696546123366
591;27.792525418548596
592;25.31761577455578
593;74.8117933803601
594;31.304737914120963
595;32.1909355646263
596;43.51130192617708
597;35.51648643633895
598;31.347690017049008
599;38.701949312774644
600;27.642320479027415
601;48.84966121671054
602;22.632121906747933
603;31.097516343192623
604;38.1938515815046
605;29.66829353940651
606;48.75029666919335
607;29.403123455663323
608;32.786190981865815
609;35.86365408051655
610;45.58544602370104
611;68.58807553747619
612;15.504737233319416
613;34.42296282673095
614;51.88398037443983
615;35.91562899176314
616;24.732597954227085
617;18.73284104475084
618;32.73675848923862
619;25.151277811856037
620;26.441301306546283
621;32.271843561419175
622;32.2200020368407
623;33.90266574336056
624;35.24865958398563
625;22.286257416024004
626;13.454818032861024
627;44.58361243134938
628;23.78207946787025
629;34.71085401524439
630;24.235404203549848
631;26.44152793690043
632;22.34045757137381
633;14.27909156619633
634;38.07779021334869
635;42.86404157385315
636;31.438463960981505
637;36.14378093152124
638;26.193325413650026
639;39.45044502556648
640;36.82805712717182
641;25.212723577130326
642;43.05631322280987
643;38.680667770150684
644;20.003513870024058
645;38.41700259645112
646;35.21519111578088
647;33.55554597147051
648;22.226574756524624
649;29.84656982120643
650;31.158215523632965
651;23.803958215594623
652;24.26284655735212
653;28.363018709015574
654;23.2231274613128
655;33.98884100966798
656;29.732457221728374
657;88.13975123875939
658;17.628071589838665
659;33.5796889174485
660;34.61426115739466
661;25.94997275186317
662;15.477915967034118
663;36.55739305956067
664;23.650096562103602
665;22.48099395869896
666;19.864895323993377
667;42.9632534985087
668;38.5831881904526
669;14.126609828438955
670;25.206951957004588
671;51.88650473369639
672;14.627790823345164
673;27.321470658570153
674;23.652547159590213
675;30.54936148953466
676;28.867108568676336
677;27.36390215019458
678;49.3852401841136
679;11.766606540732361
680;9.01011253504945
681;45.69061443544468
682;39.30440885888665
683;45.38435219944336
684;25.739209079164453
685;42.33471304553572
686;59.747218621319995
687;25.364116182252687
688;30.639388369384484
689;35.51660404047869
690;48.12852829592475
691;38.62243142259753
692;22.607524883632834
693;0.0
694;27.927787692941337
695;31.913241951127496
696;30.985817195616782
697;35.22081790366017
698;31.49102813616058
699;19.402841378695676
700;26.67477895515022
701;41.351499904021956
702;31.144498749917933
703;54.086283649792996
704;25.86910616418745
705;28.324023359638396
706;34.84962014420871
707;38.25317052549466
708;63.765957386631534
709;27.8804543801897
710;6.35975919415051
711;34.986205565571794
712;23.87137963590443
713;30.60669229301173
714;40.514803723014516
715;30.849309710186628
716;47.76526647063001
717;32.59386721316196
718;19.12781714519913
719;25.20252944901141
720;32.057500035525514
721;30.41091122522647
722;18.32647816444559
723;44.585240815998276
724;28.09870480772736
725;24.632089120536847
726;17.394070314404143
727;34.948844876204795
728;34.375592692400645
729;26.565242869625116
730;32.206734221921344
731;26.161696302330927
732;32.719035732514776
733;29.3550802187669
734;31.664897454177094
735;29.408617615749527
736;29.485365801885738
737;40.13631870367342
738;30.080830782839506
739;29.087390346144204
740;30.828464544509654
741;25.321652324640908
742;41.459839602992645
743;32.08931191412858
744;53.532518844811406
745;43.2201870852952
746;22.984732212292055
747;28.288692865548427
748;32.50430172325811
749;20.670479614296973
750;32.84714125531731
751;30.008879496977
752;27.853440450609245
753;36.88526380632261
754;36.43376599209439
755;34.30658957043884
756;27.232753161363
757;30.60643067249741
758;26.97353925193943
759;27.39883307351973
760;35.4077329733328
761;36.70340896743854
762;36.43661601749052
763;37.92080477075179
764;28.961065760703754
765;34.68690862705064
766;26.835928445437318
767;18.803210504052892
768;36.009282737482486
769;36.05868324091415
770;39.12425518761406
771;46.75434097736639
772;23.135669325947266
773;32.6486714827749
774;31.207988791340608
775;30.216263468271297
776;15.114583243427512
777;32.89454235620212
778;22.49957462732506
779;37.644389051299314
780;34.90415212672083
781;45.50795146889654
782;57.413084569360095
783;18.483884710716005
784;40.02782335179371
785;31.154258244872874
786;24.06772813347261
787;37.968481321343674
788;15.49689354690022
789;43.05921308974815
790;26.233412683681134
791;30.40242603630372
792;60.3088046199483
793;28.634145497310687
794;61.364565557924735
795;29.993218262564913
796;27.742258309335693
797;38.2479856593221
798;33.43386331162021
799;35.81093914487019
800;28.25431848153605
801;41.726021001981245
802;37.54662596993571
803;25.40265806883927
804;28.698690864778104
805;49.64920986909986
806;31.2200625304772
807;26.02651588292707
808;34.32702755954621
809;24.914166620352102
810;35.960031386943356
811;33.19389002177629
812;59.31316152945346
813;48.29165207063567
814;27.705715583494662
815;39.49167318468644
816;22.218207133921446
817;24.492347653945018
818;32.90513520589694
819;24.91893445755703
820;25.770826774214967
821;33.51423208558714
822;38.738864115566095
823;17.251059727429865
824;28.35311753503895
825;19.69755627352878
826;23.579108809708703
827;19.775792759852653
828;52.58987868061315
829;22.87981766436869
830;27.2975560225975
831;23.238022393198637
832;31.588303763536167
833;14.03199055347982
834;20.963011591505033
835;22.61829940968854
836;23.79080957819466
837;37.11763995888922
838;38.911448737619004
839;37.80142778594854
840;28.664632610285352
841;40.90637900768755
842;28.652675539030213
843;30.47623506830218
844;25.15404908972706
845;42.48457792168935
846;47.734788847617814
847;22.509453547568246
848;46.21885760923604
849;35.17623191546734
850;21.339386905282602
851;23.822994691102263
852;42.916926972007964
853;39.610429366671326
854;27.04120322461613
855;34.71233955880269
856;29.74551908680143
857;37.63469983203809
858;35.11802241641725
859;21.335577789131015
860;40.3095988084737
861;27.41148114543497
862;38.188472975269015
863;30.886610850839887
864;27.827012052694144
865;31.925467856916338
866;37.20794220922091
867;31.6571312568369
868;41.454341265561276
869;20.79904350764996
870;29.620422271583646
871;34.87282597597085
872;57.80614688247214
873;14.669757047547813
874;37.80122271739311
875;44.14730383282431
876;26.978745068574494
877;27.441490855104707
878;46.27027583431764
879;66.74433211504788
880;36.79018722678295
881;29.14289243815626
882;30.124953983884957
883;30.73374503363699
884;68.55133524480459
885;39.44705851963836
886;0.0
887;48.94178756617871
888;34.87926559647446
889;24.92227187639508
890;23.589131047669554
891;21.89231344855816
892;22.34253060461288
893;34.70281445199191
894;30.76428787069718
895;70.71055639445365
896;26.411943926370007
897;44.20392566858769
898;33.01148258385943
899;28.060164504536544
900;32.14934950067978
901;27.971060122239873
902;40.98140565614541
903;25.839828891238053
904;72.79138546490933
905;17.81273773237519
906;23.1727565129024
907;25.877298242084546
908;17.570369632752953
909;24.85220969946475
910;31.144509078352232
911;35.521845465921864
912;23.972895476370564
913;32.67645256890914
914;22.168195599333316
915;35.386769086958346
916;39.22444253363647
917;39.37593763145434
918;35.39538357509123
919;16.055876747356553
920;28.30164492195649
921;36.510532506975316
922;38.94261277633805
923;53.36315674816261
924;40.66741828140882
925;36.84360170663603
926;21.38346257136573
927;29.75298309916392
928;18.589717385676902
929;22.22003327672805
930;22.209192396095407
931;53.30641880200449
932;46.761022894623885
933;24.75208003926174
934;19.772421004583805
935;35.36674502264505
936;31.83845937172396
937;21.235516015552637
938;28.924149357493867
939;24.75140221519494
940;25.147822400551895
941;28.034684493892247
942;54.8905061988429
943;24.5321066885161
944;39.35452218008278
945;39.32980054474371
946;30.598096181732675
947;17.210955486386897
948;36.84124660007632
949;23.193268612258002
950;23.832419636736063
951;35.90237955501367
952;25.632783657068142
953;29.157055438844814
954;16.58576357117485
955;5.873569961893599
956;24.291998954741512
957;15.154925037620071
958;30.151659777217038
959;36.29921356691284
960;18.084468584107896
961;18.05756300723795
962;35.8182844056953
963;100.0
964;27.556314059796488
965;39.58056762546361
966;36.279788261848154
967;24.44408154632141
968;36.21312552887066
969;15.513671952933244
970;31.507174053398597
971;16.062087855483405
972;14.607632839697501
973;33.03534604122718
974;33.06387228111017
975;28.908508097246106
976;30.051417675063274
977;27.08861290165554
978;28.086194482200444
979;41.037990031692765
980;38.89187256436331
981;71.97571365959095
982;24.82410947496635
983;34.19362746266417
984;27.2475208970147
985;29.612251913308924
986;29.98563360455101
987;27.79281688879
988;29.7676428250649
989;34.19080971665173
990;28.600767242954774
991;24.414767381994768
992;42.1026991909998
993;27.309394255408797
994;29.139750674632424
995;42.3311552532542
996;31.005726875213753
997;15.986333042531161
998;31.944597080532244
999;39.425819737241454
1000;30.36551934152925
1001;40.971479804895665
1002;26.21634727103585
1003;84.48272354413662
1004;30.64149169830016
1005;48.25144412776894
1006;34.54677201221393
1007;31.041647892205287
1008;44.851201588190534
1009;32.19791768270842
1010;35.97542778163954
1011;17.010961128542334
1012;30.561167614077988
1013;33.53405230307822
1014;21.85491799555961
1015;28.528722791081417
1016;33.12816802702424
1017;29.090784579270785
1018;34.367625052024636
1019;35.76591198231899
1020;38.64671011099213
1021;44.61561880370788
1022;37.032754508031374
1023;24.972156809892514
1024;31.39509064273239
1025;34.19155871344364
1026;17.662090044822136
1027;25.781025535619474
1028;31.088823234866098
1029;43.47333424091467
1030;69.38376939179933
1031;46.30470834271275
1032;29.12190361780028
1033;34.00898627343723
1034;30.899435618324507
1035;22.38613796760903
1036;44.36327809866438
1037;36.21149069110031
1038;26.728767590747797
1039;42.24864054752
1040;28.78625801355809
1041;46.67184169764117
1042;25.70386419268188
1043;13.964902912322602
1044;44.87278107126775
1045;19.73208024646359
1046;36.370139146068894
1047;27.810974870482497
1048;19.413373726915562
1049;21.535734375442768
1050;46.18153724334497
1051;30.021674041787776
1052;27.441571043818048
1053;17.817006883532187
1054;37.67697465807186
1055;29.409215324661282
1056;33.612107869832926
1057;31.590597286585297
1058;43.16139860361064
1059;35.650317025395
1060;25.795143762873145
1061;16.60119610328359
1062;40.98604840747666
1063;2.3493919431182233
1064;20.18453552494623
1065;29.170565907214357
1066;0.0
1067;27.433600612258658
1068;21.664354455670193
1069;24.820687916424646
1070;32.49351436532464
1071;43.1791812852206
1072;26.350132248464348
1073;29.888937984556343
1074;28.609128175431653
1075;44.798445551578894
1076;30.58451099693572
1077;38.67498683516063
1078;16.81475527500065
1079;30.16695129398742
1080;31.017992611542528
1081;36.23543604923912
1082;20.961849247755126
1083;32.37028662932026
1084;35.33888172001029
1085;22.693646707429245
1086;15.975739031723169
1087;39.54799993261156
1088;24.502850793332613
1089;65.28092016511395
1090;7.276498570675627
1091;27.59387578390743
1092;86.34343664985897
1093;35.75226722725076
1094;36.98406104860881
1095;6.45877187201635
1096;26.27613456994054
1097;39.65174232070706
1098;32.05034269597811
1099;45.31617202786349
1100;28.247686773894483
1101;34.52192383267557
1102;83.65057370508843
1103;53.51210515260664
1104;19.2753515032517
1105;24.23382459736228
1106;38.70080608145584
1107;39.2171408496998
1108;22.672198916499873
1109;34.35115261037671
1110;24.179048640420987
1111;26.61287527130097
1112;30.318691973953555
1113;39.046769629421185
1114;23.62088258476071
1115;30.44064329677763
1116;39.38686212996453
1117;30.329423597394328
1118;33.40360228166898
1119;28.97724924559602
1120;28.877538995276335
1121;73.98438281407624
1122;19.20645086981308
1123;37.40792337438513
1124;33.14192875842093
1125;47.65599027035407
1126;37.57944942962255
1127;20.643432680806853
1128;31.876362378935585
1129;50.68744109125619
1130;34.439464359623436
1131;47.26541402709569
1132;15.247307651261199
1133;29.578603393105197
1134;21.109645983100616
1135;29.160067537901046
1136;68.29558232542618
1137;24.62438027858286
1138;76.21936183637744
1139;39.90125203360611
1140;27.249906248937044
1141;30.32782266298937
1142;51.6549490362147
1143;24.653088763132832
1144;29.97041349572755
1145;21.475784285817795
1146;27.01485217975882
1147;28.94581336824723
1148;25.25402574844653
1149;25.370829536610668
1150;24.794125535566792
1151;31.1463672059463
1152;32.99051733105356
1153;40.40157054545623
1154;32.82250292342438
1155;27.344420027320997
1156;41.816069460903115
1157;98.24011755696962
1158;31.664869659071037
1159;31.104034519350837
1160;29.790328873135998
1161;51.11868944516667
1162;74.39312736566994
1163;33.447136415175905
1164;23.737454624398342
1165;34.80337221474015
1166;32.53912048209255
1167;39.876002281342934
1168;27.151592921678414
1169;33.254814147008254
1170;24.59381835802783
1171;30.182852738858873
1172;31.519390637119137
1173;32.31029985785723
1174;19.98092933493605
1175;32.34972365630791
1176;27.239453151650196
1177;66.05677274031684
1178;41.63912311000914
1179;28.035311452149436
1180;41.13013259377801
1181;25.04876183787455
1182;26.459071092312787
1183;39.63834092962368
1184;21.63016267076704
1185;23.697004252764213
1186;35.937416627809895
1187;31.835372392730882
1188;35.86310053973855
1189;34.85974163886747
1190;6.7350523902414805
1191;26.58150767695066
1192;32.97042215122282
1193;30.154182073567714
1194;43.424107376516446
1195;60.57479954932605
1196;42.325857915087404
1197;24.32374219895198
1198;79.6494536757837
1199;18.61885346599402
1200;26.215451021972523
1201;37.66369680595558
1202;28.62453992345293
1203;18.708315413484154
1204;20.149491560946608
1205;16.35258556199434
1206;54.94034976526395
1207;21.1065049416778
1208;30.86671869790515
1209;21.8406368909143
1210;18.37091196346702
1211;52.66164412024787
1212;28.86092337022727
1213;39.824804454626445
1214;31.101902003074482
1215;29.32283797102628
1216;52.09684135922461
1217;63.77538681667965
1218;28.798681205949215
1219;40.6132587467415
1220;41.13060156039571
1221;38.500833649714124
1222;7.921541442977889
1223;27.385404811612574
1224;26.339436287575907
1225;31.274924561945372
1226;20.255350072735663
1227;29.947414988563686
1228;32.11825820644245
1229;28.793780104726626
1230;47.8573537891963
1231;28.178631242859964
1232;15.829060844393045
1233;45.472747955196766
1234;37.320347109599524
1235;40.04458783383155
1236;23.118464589486067
1237;30.708873438884577
1238;26.685297677606716
1239;39.33053037897096
1240;35.59751220760651
1241;31.443946160178932
1242;23.106191037377727
1243;54.22059782314389
1244;40.3599599381541
1245;19.856074357963944
1246;32.7857753443217
1247;36.47892270518234
1248;38.58372174119694
1249;19.071226538944895
1250;43.096869175650404
1251;36.12775821780443
1252;38.282421096503974
1253;24.373279770305395
1254;24.801262837792603
1255;47.68599273956114
1256;26.996145891077468
1257;43.67507365435832
1258;42.227803515056394
1259;15.756434632610466
1260;42.39254737564771
1261;22.559019844958037
1262;40.711300860132624
1263;28.03368492140066
1264;62.50411606348501
1265;32.498521012904824
1266;25.134652125506463
1267;24.44240539257669
1268;25.271764512118168
1269;25.271959719080638
1270;32.854166586289956
1271;21.6401335099468
1272;39.35546567502683
1273;32.77519026874597
1274;33.91450635208134
1275;26.257576743765544
1276;36.142351635968566
1277;36.18332327652555
1278;39.222989994943156
1279;35.637852708615036
1280;36.13158801167401
1281;31.70705966989429
1282;36.30334187358981
1283;32.602638204242226
1284;25.39918253626481
1285;54.519453078989045
1286;35.12744088085743
1287;26.10680609759872
1288;32.71294747846176
1289;9.525990501010137
1290;35.796227596942465
1291;21.680332629163395
1292;10.637184059838505
1293;23.621477861523218
1294;33.80502748543225
1295;38.19948832075377
1296;23.387828629179253
1297;11.855556139887724
1298;22.461696903872742
1299;24.699824055438114
1300;42.35331644606243
1301;33.503614562790204
1302;23.58873490214463
1303;39.22355241492406
1304;18.916224724812665
1305;19.47901797566132
1306;67.82247407822386
1307;30.807833882828263
1308;32.63981147432944
1309;19.272132529243663
1310;32.9634834667205
1311;18.240875017936382
1312;39.022910683635466
1313;49.548135121544234
1314;33.1692010089763
1315;19.897784026437726
1316;32.41648222491123
1317;27.456253127247955
1318;39.58397677715991
1319;26.47916456333263
1320;32.776113250981474
1321;65.73315906502022
1322;64.09700794465368
1323;38.13331930426158
1324;20.87278618732597
1325;32.941985288948246
1326;29.70369889612326
1327;36.48589995580635
1328;26.020118590371716
1329;31.757255623458526
1330;33.3356393364705
1331;24.81316480618873
1332;35.74133630248998
1333;22.768698750390826
1334;40.98625811783408
1335;27.94557665200481
1336;26.367357680687707
1337;11.48687993075839
1338;16.494392559836555
1339;67.68062061769467
1340;8.088674109746197
1341;16.05417759894083
1342;48.95183613805122
1343;18.50921890477808
1344;30.387727082185013
1345;26.043082880800007
1346;29.583962256348446
1347;27.720891256112306
1348;21.390621473819373
1349;34.38423977479276
1350;31.883385355264792
1351;17.14048668989336
1352;32.48743983739396
1353;26.873244564927102
1354;21.96221741813915
1355;31.512808658470497
1356;33.84175633097387
1357;34.7529121487953
1358;34.49083947584116
1359;37.35196661075303
1360;36.04887687885962
1361;20.341467330560782
1362;34.999428082738675
1363;34.01789216457782
1364;37.88557438082385
1365;33.320548135014924
