id;Уровень снижения;Участники
2492;27.5596491373972;5
2499;29.29066746060559;2
2506;39.37910034552645;3
2507;29.989570919925594;4
2508;24.74966245032319;3
2522;23.36112744250785;4
2529;30.503438752086183;2
2535;15.660501936880669;2
2541;31.85117648686874;3
2553;57.697730758924024;0
2559;30.53845752168708;2
2563;38.03512852970628;3
2568;65.24369426610052;1
2576;37.58910152607572;1
2580;29.97597447393574;6
2584;30.997057626332026;5
2590;31.795916030909964;3
2597;31.330252678615757;4
2601;35.319115653480175;4
2612;23.183887654722273;3
2618;36.80124716906859;6
2625;30.352410899240688;4
2626;19.13889307089062;2
2643;24.102312499330793;2
2654;37.81438284039234;3
2655;94.8361685196331;0
2659;32.25507006641726;2
2672;38.414654553923405;3
2680;22.689799832616647;3
2707;42.069719969899154;6
2714;38.484171954124676;2
2715;22.855901527074025;4
2719;23.467839363828354;2
2726;31.994402348076;5
2731;39.795986889668974;2
2732;18.70804323938768;5
2733;32.531895182307665;5
2734;20.653132604486714;5
2745;55.63301143917157;6
2755;100.0;0
2757;35.09988213724927;3
2763;100.0;0
2772;55.52313877155712;1
2773;30.701818936488223;4
2783;18.75374808095082;1
2784;36.99496209182094;2
2800;29.992433018971955;5
2801;19.547989692210148;3
2803;29.165110696825618;4
2810;44.77131349094078;2
2814;9.177100786929524;2
2825;36.273908780661394;5
2835;20.382399835712;3
2845;27.396149081688847;6
2852;19.31516376568365;1
2853;21.12485540566319;6
2856;21.12570723604777;1
2865;25.605257349177734;5
2873;42.47168375382539;2
2880;36.166648346202074;3
2893;20.440780066039565;3
2896;21.92993479897303;2
2898;31.009785861329654;4
2904;34.69276168092053;2
2914;13.435586916807901;4
2928;31.918073386064982;4
2929;22.40843461572125;3
2934;31.526227552615403;3
2937;5.736153951447237;2
2958;43.16450490945648;3
2970;23.3837107647304;3
2977;31.623375433295053;7
2982;18.81332739784652;4
2999;40.293049688507075;5
3004;24.207733485838183;5
3022;36.93005355873177;2
3027;26.98702518886597;4
3028;26.911848125535226;4
3050;42.40239791633932;3
3065;71.44383813479833;2
3078;33.825138454075706;2
3091;33.179662965690184;1
3094;54.3383919727094;4
3099;32.75253627594408;3
3116;20.89797903772698;5
3117;25.708434459159875;5
3124;41.145073353629186;6
3129;18.428200578396865;3
3141;30.341984275624256;4
3142;30.27643231202392;4
3151;57.35607146264486;1
3155;29.815618734407543;3
3171;25.04190242527856;2
3187;31.741562996425948;2
3189;34.06838508968518;1
3191;38.32626645229754;5
3196;18.022964186714386;2
3204;29.90072175214963;3
3219;12.843940131133472;1
3230;38.49337563695703;4
3233;45.369477371285996;2
3237;41.84625599301061;2
3270;81.51904484017737;0
3271;21.57087178248496;4
3272;21.501055491013872;1
3273;17.967173585292386;4
3279;28.00630931837943;3
3283;31.53068958333992;6
3285;39.214700525712196;2
3298;31.859292416283825;5
3309;7.2922678299923245;2
3318;25.668928930909455;5
3319;41.511373911298776;2
3320;36.39976076189184;2
3328;29.03764071748645;3
3334;23.007136841502586;3
3340;46.064714328693235;1
3346;48.68862967897426;0
3357;36.31010489107099;6
3361;42.13005705413571;4
3374;29.81399458450868;5
3386;26.05829196800393;4
3393;26.597088867245578;4
3408;29.532750814827725;4
3409;18.75738729409717;3
3410;29.742834868838436;3
3411;28.057422067843895;3
3415;35.00643994108496;5
3419;26.492585868884355;5
3452;27.534093088922727;4
3473;16.342074355574322;3
3479;27.942734830921403;2
3491;40.545508710148546;3
3493;17.30364247502881;2
3498;28.46119753824885;3
3509;29.873397397594935;5
3518;26.375612339201425;6
3521;31.4203511543322;5
3530;20.801278432811092;1
3534;30.16413491609618;5
3548;16.307663716669545;2
3550;27.8885099477421;6
3556;34.43676709497059;5
3560;31.132075605814354;2
3577;28.60523676892071;4
3583;39.45461856247546;2
3589;31.64540959367077;4
3590;33.05344887085927;2
3601;31.098849037955738;5
3603;52.668428394147625;2
3612;37.69073719960374;4
3615;39.058632694884565;4
3630;34.08660953632047;5
3662;22.20404637197663;2
3665;33.02455249362918;4
3666;27.005411442802647;2
3671;40.7540289587826;7
3675;32.240638779840104;7
3684;39.781354667209335;5
3698;31.55223267181086;3
3701;32.08678783383604;1
3702;32.35529015178385;1
3719;25.365703598828542;2
3725;37.87712619562775;4
3735;48.00237214652784;2
3739;42.44976375858464;3
3741;41.295483543700904;1
3752;23.4294145552745;5
3762;28.993883013630988;3
3768;55.17028401391742;1
3770;46.66850269323422;1
3774;35.60374652826423;3
3778;12.282087550877591;4
3792;35.084242911111616;5
3793;28.904509415461245;5
3810;24.94847035489382;1
3813;29.488258008609495;2
3822;35.70731913839806;3
3824;29.896815115072823;5
3825;48.463925737787484;7
3830;18.15302567953617;4
3839;32.94540708891805;6
3852;23.968603451291983;4
3853;27.77568047393215;5
3857;35.657216135422104;2
3858;36.51469636965066;3
3869;20.208923030469638;4
3873;30.13008975464329;5
3892;23.881971328455293;2
3905;30.716070984995973;4
3922;30.197509394909915;4
3939;21.332635580881536;4
3948;32.75111045559842;1
3949;27.908560228788915;2
3955;33.84531727887381;3
3963;26.167480582660012;3
3969;9.431331251028363;3
3974;35.35511080604085;3
3975;43.43594553491363;2
3976;37.25404698735068;2
3980;28.124173556600883;3
4009;24.057791266710897;2
4012;0.0;3
4014;12.715011723289374;3
4022;0.0;1
4035;51.27213167091976;1
4039;35.91734958359849;2
4040;33.87180606743358;1
4043;30.85466999775499;4
4050;32.04995920027547;6
4051;32.95562861390462;4
4052;44.1199801777685;3
4055;24.86738757003296;3
4061;14.20343168234957;4
4072;20.04520384440012;5
4075;25.31704631077495;3
4078;41.002702033726266;6
4092;21.856409549779016;4
4101;52.01089638906489;1
4109;26.770406831132803;4
4118;21.462605945821178;3
4122;9.801991678549236;3
4123;3.584706400514709;2
4130;33.37393155477357;6
4145;47.705094448562605;1
4151;29.280847041774337;4
4169;22.45788821901412;3
4180;78.22812441250106;0
4194;30.757983579658493;4
4201;34.82644772010383;2
4207;49.060591486923656;8
4216;60.05044615564382;1
4222;46.03147889213503;3
4223;30.858857552837616;2
4225;37.42648912979434;7
4230;36.063484372842304;4
4231;31.412433379884696;4
4240;75.3101029072427;0
4270;19.485080611921443;3
4280;44.28696546123366;5
4284;27.792525418548596;4
4286;25.31761577455578;5
4295;74.8117933803601;1
4297;31.304737914120963;3
4306;32.1909355646263;3
4316;43.51130192617708;2
4326;35.51648643633895;2
4331;31.347690017049008;3
4333;38.701949312774644;3
4347;27.642320479027415;6
4351;48.84966121671054;1
4357;22.632121906747933;3
4371;31.097516343192623;7
4396;38.1938515815046;1
4399;29.66829353940651;6
4404;48.75029666919335;6
4409;29.403123455663323;3
4413;32.786190981865815;3
4414;35.86365408051655;1
4417;45.58544602370104;2
4422;68.58807553747619;3
4428;15.504737233319416;2
4429;34.42296282673095;3
4435;51.88398037443983;1
4445;35.91562899176314;4
4469;24.732597954227085;5
4470;18.73284104475084;2
4476;32.73675848923862;4
4489;25.151277811856037;4
4497;26.441301306546283;2
4512;32.271843561419175;6
4517;32.2200020368407;6
4520;33.90266574336056;2
4521;35.24865958398563;6
4524;22.286257416024004;1
4541;13.454818032861024;3
4553;44.58361243134938;0
4555;23.78207946787025;5
4565;34.71085401524439;5
4566;24.235404203549848;3
4571;26.44152793690043;4
4581;22.34045757137381;2
4588;14.27909156619633;2
4589;38.07779021334869;4
4594;42.86404157385315;6
4612;31.438463960981505;2
4616;36.14378093152124;5
4620;26.193325413650026;2
4632;39.45044502556648;2
4634;36.82805712717182;4
4641;25.212723577130326;5
4642;43.05631322280987;2
4660;38.680667770150684;3
4666;20.003513870024058;2
4674;38.41700259645112;1
4685;35.21519111578088;9
4701;33.55554597147051;5
4707;22.226574756524624;2
4709;29.84656982120643;3
4729;31.158215523632965;5
4733;23.803958215594623;2
4735;24.26284655735212;4
4737;28.363018709015574;7
4741;23.2231274613128;3
4742;33.98884100966798;8
4750;29.732457221728374;5
4757;88.13975123875939;0
4758;17.628071589838665;4
4784;33.5796889174485;5
4785;34.61426115739466;6
4787;25.94997275186317;5
4792;15.477915967034118;3
4801;36.55739305956067;2
4816;23.650096562103602;1
4821;22.48099395869896;3
4828;19.864895323993377;3
4829;42.9632534985087;2
4831;38.5831881904526;3
4838;14.126609828438955;2
4846;25.206951957004588;4
4870;51.88650473369639;1
4871;14.627790823345164;2
4880;27.321470658570153;3
4882;23.652547159590213;2
4890;30.54936148953466;4
4896;28.867108568676336;1
4899;27.36390215019458;3
4900;49.3852401841136;0
4903;11.766606540732361;2
4904;9.01011253504945;3
4924;45.69061443544468;7
4926;39.30440885888665;6
4932;45.38435219944336;7
4940;25.739209079164453;4
4953;42.33471304553572;1
4968;59.747218621319995;1
4974;25.364116182252687;3
4983;30.639388369384484;6
4986;35.51660404047869;4
5004;48.12852829592475;1
5009;38.62243142259753;3
5012;22.607524883632834;4
5018;0.0;2
5021;27.927787692941337;6
5028;31.913241951127496;3
5033;30.985817195616782;2
5034;35.22081790366017;1
5038;31.49102813616058;6
5059;19.402841378695676;4
5071;26.67477895515022;6
5082;41.351499904021956;6
5093;31.144498749917933;2
5099;54.086283649792996;1
5103;25.86910616418745;3
5104;28.324023359638396;4
5121;34.84962014420871;5
5123;38.25317052549466;6
5127;63.765957386631534;2
5129;27.8804543801897;3
5131;6.35975919415051;2
5134;34.986205565571794;1
5135;23.87137963590443;1
5143;30.60669229301173;3
5155;40.514803723014516;5
5160;30.849309710186628;2
5161;47.76526647063001;1
5164;32.59386721316196;6
5184;19.12781714519913;3
5189;25.20252944901141;4
5193;32.057500035525514;7
5198;30.41091122522647;7
5201;18.32647816444559;3
5222;44.585240815998276;1
5224;28.09870480772736;4
5241;24.632089120536847;3
5243;17.394070314404143;3
5249;34.948844876204795;3
5250;34.375592692400645;2
5264;26.565242869625116;4
5291;32.206734221921344;6
5304;26.161696302330927;4
5305;32.719035732514776;3
5309;29.3550802187669;3
5310;31.664897454177094;2
5330;29.408617615749527;3
5337;29.485365801885738;4
5340;40.13631870367342;3
5347;30.080830782839506;5
5352;29.087390346144204;2
5362;30.828464544509654;3
5376;25.321652324640908;6
5392;41.459839602992645;1
5393;32.08931191412858;7
5396;53.532518844811406;1
5401;43.2201870852952;3
5405;22.984732212292055;4
5408;28.288692865548427;2
5411;32.50430172325811;5
5412;20.670479614296973;2
5419;32.84714125531731;3
5439;30.008879496977;2
5441;27.853440450609245;4
5442;36.88526380632261;3
5450;36.43376599209439;6
5460;34.30658957043884;4
5480;27.232753161363;3
5486;30.60643067249741;4
5491;26.97353925193943;1
5494;27.39883307351973;6
5497;35.4077329733328;2
5501;36.70340896743854;4
5506;36.43661601749052;3
5511;37.92080477075179;2
5513;28.961065760703754;2
5520;34.68690862705064;5
5528;26.835928445437318;5
5535;18.803210504052892;2
5537;36.009282737482486;2
5544;36.05868324091415;7
5547;39.12425518761406;6
5548;46.75434097736639;3
5563;23.135669325947266;3
5565;32.6486714827749;4
5568;31.207988791340608;1
5570;30.216263468271297;2
5574;15.114583243427512;4
5609;32.89454235620212;4
5625;22.49957462732506;4
5630;37.644389051299314;2
5636;34.90415212672083;5
5638;45.50795146889654;3
5639;57.413084569360095;0
5646;18.483884710716005;5
5651;40.02782335179371;1
5652;31.154258244872874;4
5653;24.06772813347261;6
5674;37.968481321343674;1
5680;15.49689354690022;3
5683;43.05921308974815;2
5700;26.233412683681134;5
5713;30.40242603630372;1
5714;60.3088046199483;1
5749;28.634145497310687;5
5753;61.364565557924735;2
5757;29.993218262564913;5
5761;27.742258309335693;4
5774;38.2479856593221;5
5775;33.43386331162021;4
5777;35.81093914487019;1
5790;28.25431848153605;3
5791;41.726021001981245;5
5794;37.54662596993571;2
5804;25.40265806883927;4
5811;28.698690864778104;3
5821;49.64920986909986;1
5833;31.2200625304772;3
5836;26.02651588292707;6
5844;34.32702755954621;2
5850;24.914166620352102;4
5864;35.960031386943356;3
5871;33.19389002177629;1
5873;59.31316152945346;1
5875;48.29165207063567;2
5877;27.705715583494662;3
5878;39.49167318468644;0
5883;22.218207133921446;4
5887;24.492347653945018;2
5900;32.90513520589694;2
5904;24.91893445755703;3
5905;25.770826774214967;3
5910;33.51423208558714;8
5927;38.738864115566095;6
5931;17.251059727429865;4
5953;28.35311753503895;3
5957;19.69755627352878;5
5959;23.579108809708703;4
5962;19.775792759852653;2
5969;52.58987868061315;2
5973;22.87981766436869;5
5988;27.2975560225975;5
5989;23.238022393198637;5
5990;31.588303763536167;2
5992;14.03199055347982;6
5993;20.963011591505033;5
5994;22.61829940968854;3
6005;23.79080957819466;4
6010;37.11763995888922;6
6013;38.911448737619004;1
6014;37.80142778594854;1
6021;28.664632610285352;2
6030;40.90637900768755;5
6040;28.652675539030213;4
6048;30.47623506830218;3
6050;25.15404908972706;5
6054;42.48457792168935;1
6056;47.734788847617814;1
6059;22.509453547568246;5
6067;46.21885760923604;1
6084;35.17623191546734;1
6086;21.339386905282602;2
6090;23.822994691102263;4
6105;42.916926972007964;4
6114;39.610429366671326;2
6124;27.04120322461613;4
6130;34.71233955880269;3
6148;29.74551908680143;4
6159;37.63469983203809;4
6164;35.11802241641725;3
6165;21.335577789131015;3
6167;40.3095988084737;2
6172;27.41148114543497;2
6174;38.188472975269015;6
6177;30.886610850839887;6
6188;27.827012052694144;6
6196;31.925467856916338;3
6204;37.20794220922091;2
6210;31.6571312568369;8
6212;41.454341265561276;2
6216;20.79904350764996;2
6219;29.620422271583646;5
6226;34.87282597597085;6
6239;57.80614688247214;1
6251;14.669757047547813;2
6262;37.80122271739311;4
6270;44.14730383282431;1
6274;26.978745068574494;2
6289;27.441490855104707;2
6292;46.27027583431764;5
6293;66.74433211504788;0
6301;36.79018722678295;6
6304;29.14289243815626;3
6308;30.124953983884957;3
6312;30.73374503363699;6
6321;68.55133524480459;2
6325;39.44705851963836;2
6343;0.0;1
6347;48.94178756617871;2
6352;34.87926559647446;6
6361;24.92227187639508;3
6370;23.589131047669554;3
6371;21.89231344855816;0
6372;22.34253060461288;2
6375;34.70281445199191;1
6378;30.76428787069718;4
6382;70.71055639445365;1
6385;26.411943926370007;2
6387;44.20392566858769;6
6391;33.01148258385943;5
6392;28.060164504536544;4
6395;32.14934950067978;4
6417;27.971060122239873;3
6418;40.98140565614541;6
6420;25.839828891238053;1
6423;72.79138546490933;1
6426;17.81273773237519;3
6428;23.1727565129024;3
6433;25.877298242084546;2
6452;17.570369632752953;3
6453;24.85220969946475;4
6455;31.144509078352232;2
6459;35.521845465921864;1
6461;23.972895476370564;5
6465;32.67645256890914;2
6467;22.168195599333316;4
6469;35.386769086958346;3
6470;39.22444253363647;4
6475;39.37593763145434;2
6478;35.39538357509123;2
6479;16.055876747356553;3
6483;28.30164492195649;2
6484;36.510532506975316;2
6486;38.94261277633805;2
6487;53.36315674816261;1
6494;40.66741828140882;1
6502;36.84360170663603;4
6506;21.38346257136573;4
6513;29.75298309916392;3
6521;18.589717385676902;2
6535;22.22003327672805;6
6540;22.209192396095407;5
6541;53.30641880200449;1
6547;46.761022894623885;1
6553;24.75208003926174;4
6555;19.772421004583805;3
6558;35.36674502264505;7
6577;31.83845937172396;6
6582;21.235516015552637;3
6584;28.924149357493867;4
6592;24.75140221519494;1
6597;25.147822400551895;2
6599;28.034684493892247;6
6601;54.8905061988429;0
6602;24.5321066885161;4
6605;39.35452218008278;6
6607;39.32980054474371;2
6612;30.598096181732675;4
6614;17.210955486386897;3
6616;36.84124660007632;2
6624;23.193268612258002;3
6629;23.832419636736063;2
6647;35.90237955501367;2
6672;25.632783657068142;3
6678;29.157055438844814;1
6688;16.58576357117485;2
6692;5.873569961893599;3
6695;24.291998954741512;4
6707;15.154925037620071;3
6712;30.151659777217038;4
6725;36.29921356691284;2
6727;18.084468584107896;4
6731;18.05756300723795;4
6734;35.8182844056953;1
6739;100.0;0
6742;27.556314059796488;3
6745;39.58056762546361;2
6751;36.279788261848154;3
6755;24.44408154632141;5
6757;36.21312552887066;1
6764;15.513671952933244;4
6774;31.507174053398597;6
6777;16.062087855483405;4
6781;14.607632839697501;3
6789;33.03534604122718;1
6793;33.06387228111017;5
6795;28.908508097246106;3
6799;30.051417675063274;5
6800;27.08861290165554;4
6805;28.086194482200444;2
6808;41.037990031692765;2
6814;38.89187256436331;1
6822;71.97571365959095;1
6823;24.82410947496635;5
6833;34.19362746266417;1
6839;27.2475208970147;3
6841;29.612251913308924;2
6845;29.98563360455101;3
6850;27.79281688879;1
6871;29.7676428250649;4
6874;34.19080971665173;2
6879;28.600767242954774;2
6883;24.414767381994768;4
6892;42.1026991909998;5
6896;27.309394255408797;3
6898;29.139750674632424;1
6903;42.3311552532542;2
6906;31.005726875213753;4
6912;15.986333042531161;3
6934;31.944597080532244;5
6946;39.425819737241454;3
6950;30.36551934152925;1
6952;40.971479804895665;5
6953;26.21634727103585;3
6956;84.48272354413662;2
6961;30.64149169830016;2
6988;48.25144412776894;7
6989;34.54677201221393;1
6997;31.041647892205287;3
7021;44.851201588190534;0
7023;32.19791768270842;5
7025;35.97542778163954;5
7042;17.010961128542334;5
7052;30.561167614077988;2
7063;33.53405230307822;2
7067;21.85491799555961;3
7070;28.528722791081417;2
7071;33.12816802702424;4
7073;29.090784579270785;3
7090;34.367625052024636;5
7093;35.76591198231899;6
7096;38.64671011099213;2
7103;44.61561880370788;1
7106;37.032754508031374;2
7117;24.972156809892514;4
7124;31.39509064273239;3
7130;34.19155871344364;6
7136;17.662090044822136;3
7142;25.781025535619474;4
7146;31.088823234866098;2
7150;43.47333424091467;3
7151;69.38376939179933;0
7153;46.30470834271275;9
7171;29.12190361780028;3
7178;34.00898627343723;2
7187;30.899435618324507;4
7189;22.38613796760903;5
7192;44.36327809866438;2
7193;36.21149069110031;1
7196;26.728767590747797;2
7200;42.24864054752;2
7208;28.78625801355809;3
7212;46.67184169764117;2
7219;25.70386419268188;3
7220;13.964902912322602;2
7221;44.87278107126775;2
7224;19.73208024646359;4
7248;36.370139146068894;4
7249;27.810974870482497;3
7253;19.413373726915562;2
7260;21.535734375442768;6
7265;46.18153724334497;1
7298;30.021674041787776;3
7305;27.441571043818048;2
7307;17.817006883532187;5
7308;37.67697465807186;2
7327;29.409215324661282;5
7329;33.612107869832926;3
7330;31.590597286585297;5
7338;43.16139860361064;1
7344;35.650317025395;2
7356;25.795143762873145;3
7357;16.60119610328359;1
7361;40.98604840747666;1
7367;2.3493919431182233;3
7373;20.18453552494623;2
7374;29.170565907214357;4
7375;0.0;3
7377;27.433600612258658;2
7396;21.664354455670193;1
7398;24.820687916424646;3
7409;32.49351436532464;3
7418;43.1791812852206;3
7423;26.350132248464348;3
7424;29.888937984556343;2
7425;28.609128175431653;4
7447;44.798445551578894;4
7464;30.58451099693572;4
7494;38.67498683516063;4
7496;16.81475527500065;3
7500;30.16695129398742;5
7508;31.017992611542528;6
7518;36.23543604923912;1
7521;20.961849247755126;3
7524;32.37028662932026;3
7525;35.33888172001029;5
7528;22.693646707429245;4
7529;15.975739031723169;3
7537;39.54799993261156;2
7550;24.502850793332613;4
